Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,SMILES,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND
440790634,5656,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00174,venlafaxine,20210312,20210312,Curation Efforts|Governmental Organizations,LT00174,venlafaxine,7.0,Adverse reactions,vLess-DILI-Concern,1.0,5656,1.0,279.0,3.0,1.0,5.0,AAADceB6MAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABAAAAHgAACAAADUTBmAYyBoMABgCAAiBCAAACCAAgIAAIiAAOCIgMJiKEsRuEcCAmwBEIqAeQwPAOoAAAAAAAAABAAAAAAAAAAAAAAAAAAA==,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexanol,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]-1-cyclohexanol,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexanol,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3",PNVNVHUZROJLTJ-UHFFFAOYSA-N,,277.204179104,C17H27NO2,277.4,32.7,277.204179104,0.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,2.9,"12  13  8
12  14  8
13  17  8
14  18  8
17  19  8
18  19  8
5  21  3",
440790633,170361,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01242,Varenicline,20231222,20210312,Curation Efforts|Governmental Organizations,LT01242,varenicline,2.0,Adverse reactions,vLess-DILI-Concern,2.0,170361,1.0,254.0,3.0,1.0,0.0,AAADccBzAAAAAAAAAAAAAAAAAAAAAYAAAAA8WIAABYAAAGCx8AAAHAAQAAAADQjBHgQ8wLLIEACgAzRnRACCgCQxEiAI2KA4dJgIYOLAkZGUIAhgkADIyAcQgMAOiAAAQAAQACAQAACAACAAQQAACAAAAA==,"5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene","5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene","5,8,14-triazatetracyclo[10.3.1.0<SUP>2,11</SUP>.0<SUP>4,9</SUP>]hexadeca-2,4,6,8,10-pentaene","5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene","5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene","5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene","InChI=1S/C13H13N3/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1/h1-2,4-5,8-9,14H,3,6-7H2",JQSHBVHOMNKWFT-UHFFFAOYSA-N,,211.110947427,C13H13N3,211.26,37.8,211.110947427,0.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",c1cnc2cc3c(cc2n1)C1CNCC3C1,0.8,"11  13  8
12  14  8
13  14  8
15  16  8
2  13  8
2  15  8
3  14  8
3  16  8
4  6  3
5  6  3
7  11  8
7  8  8
8  12  8",
440790632,60846,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01857,valsartan,20210312,20210312,Curation Efforts|Governmental Organizations,LT01857,valsartan,3.0,Adverse reactions,vLess-DILI-Concern,2.0,60846,1.0,608.0,6.0,2.0,10.0,AAADceB7sAAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHgAYCAAADSjBmwQzGIcCAgCqAiPyOACCAAIgAAAcqCGoBJgKILKAkTGEYAhkhgCYiAcYgMAOwAAAAAAQAACAAAAAACAAAAAAAAAAAA==,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,(2S)-3-methyl-2-[1-oxopentyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,(2<I>S</I>)-3-methyl-2-[pentanoyl-[[4-[2-(2<I>H</I>-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,"(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid",(2S)-3-methyl-2-[[4-[2-(2H-tetrazol-5-yl)phenyl]benzyl]-valeryl-amino]butyric acid,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",ACWBQPMHZXGDFX-QFIPXVFZSA-N,,435.2270398,C24H29N5O3,435.5,112.0,435.2270398,0.0,32.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,4.4,"17  20  8
17  21  8
20  23  8
21  24  8
22  23  8
22  24  8
26  27  8
26  28  8
27  29  8
28  30  8
29  32  8
30  32  8
9  4  6
5  31  8
5  7  8
6  31  8
6  8  8
7  8  8",
440790631,135398742,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01856,Valaciclovir,20210312,20210312,Curation Efforts|Governmental Organizations,LT01856,valaciclovir,3.0,Adverse reactions,vLess-DILI-Concern,2.0,135398742,1.0,483.0,7.0,3.0,8.0,AAADceBzuAAAAAAAAAAAAAAAAAAAAWAAAAAgAAAAAAAAAEABgAAAHgAQAAAADSjhlgYHuBfMFACoAQfxfACAgC0XEKABUIGoVECDSBhASCAfAIgMEQJCAGAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethyl (2S)-2-amino-3-methyl-butanoate,(2S)-2-amino-3-methylbutanoic acid 2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethyl ester,2-[(2-amino-6-oxo-1<I>H</I>-purin-9-yl)methoxy]ethyl (2<I>S</I>)-2-amino-3-methylbutanoate,2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethyl (2S)-2-amino-3-methylbutanoate,2-[(2-azanyl-6-oxidanylidene-1H-purin-9-yl)methoxy]ethyl (2S)-2-azanyl-3-methyl-butanoate,(2S)-2-amino-3-methyl-butyric acid 2-[(2-amino-6-keto-1H-purin-9-yl)methoxy]ethyl ester,"InChI=1S/C13H20N6O4/c1-7(2)8(14)12(21)23-4-3-22-6-19-5-16-9-10(19)17-13(15)18-11(9)20/h5,7-8H,3-4,6,14H2,1-2H3,(H3,15,17,18,20)/t8-/m0/s1",HDOVUKNUBWVHOX-QMMMGPOBSA-N,,324.15460314,C13H20N6O4,324.34,147.0,324.15460314,0.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,-0.9,"17  20  8
20  22  8
5  17  8
5  21  8
12  6  6
7  20  8
7  21  8
8  17  8
8  23  8
9  22  8
9  23  8",
440790630,25074470,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00460,Triptorelin pamoate,20250421,20210312,Curation Efforts|Governmental Organizations,LT00460,triptorelin pamoate,3.0,Adverse reactions,vLess-DILI-Concern,2.0,25074470,1.0,2710.0,15.0,17.0,33.0,AAADcfB//AAAAAAAAAAAAAAAAAAAAWLFixYwYMAAAAAAAFgB/gAAHgAQCAAADSzhngY/1vfJkgCoAzV3dACCgC2xMqAJ2aG+fJiKfvbC2bOUcAhu9hPY2Cecy+COoAAAAAACAABAAAAAAAQAAAAAAAAAAA==,(2S)-N-[(1S)-2-[[(1S)-2-[[(1S)-2-[[(1S)-2-[[(1R)-2-[[(1S)-1-[[(1S)-1-[(2S)-2-[(2-amino-2-oxo-ethyl)carbamoyl]pyrrolidine-1-carbonyl]-4-guanidino-butyl]carbamoyl]-3-methyl-butyl]amino]-1-(1H-indol-3-ylmethyl)-2-oxo-ethyl]amino]-1-[(4-hydroxyphenyl)methyl]-2-oxo-ethyl]amino]-1-(hydroxymethyl)-2-oxo-ethyl]amino]-1-(1H-indol-3-ylmethyl)-2-oxo-ethyl]amino]-1-(1H-imidazol-5-ylmethyl)-2-oxo-ethyl]-5-oxo-pyrrolidine-2-carboxamide,(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[[(2-amino-2-oxoethyl)amino]-oxomethyl]-1-pyrrolidinyl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxo-2-pyrrolidinecarboxamide,(2<I>S</I>)-<I>N</I>-[(2<I>S</I>)-1-[[(2<I>S</I>)-1-[[(2<I>S</I>)-1-[[(2<I>S</I>)-1-[[(2<I>R</I>)-1-[[(2<I>S</I>)-1-[[(2<I>S</I>)-1-[(2<I>S</I>)-2-[(2-amino-2-oxoethyl)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1<I>H</I>-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1<I>H</I>-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1<I>H</I>-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[(2-amino-2-oxoethyl)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[(2-azanyl-2-oxidanylidene-ethyl)carbamoyl]pyrrolidin-1-yl]-5-[bis(azanyl)methylideneamino]-1-oxidanylidene-pentan-2-yl]amino]-4-methyl-1-oxidanylidene-pentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxidanylidene-propan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxidanylidene-propan-2-yl]amino]-3-oxidanyl-1-oxidanylidene-propan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxidanylidene-propan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxidanylidene-propan-2-yl]-5-oxidanylidene-pyrrolidine-2-carboxamide,(2S)-N-[(1S)-2-[[(1S)-2-[[(1S)-2-[[(1S)-2-[[(1R)-2-[[(1S)-1-[[(1S)-1-[(2S)-2-[(2-amino-2-keto-ethyl)carbamoyl]pyrrolidine-1-carbonyl]-4-guanidino-butyl]carbamoyl]-3-methyl-butyl]amino]-1-(1H-indol-3-ylmethyl)-2-keto-ethyl]amino]-1-(4-hydroxybenzyl)-2-keto-ethyl]amino]-2-keto-1-methylol-ethyl]amino]-1-(1H-indol-3-ylmethyl)-2-keto-ethyl]amino]-1-(1H-imidazol-5-ylmethyl)-2-keto-ethyl]-5-keto-pyrrolidine-2-carboxamide,"InChI=1S/C64H82N18O13/c1-34(2)23-46(56(88)75-45(13-7-21-69-64(66)67)63(95)82-22-8-14-52(82)62(94)72-31-53(65)85)76-58(90)48(25-36-28-70-42-11-5-3-9-40(36)42)78-57(89)47(24-35-15-17-39(84)18-16-35)77-61(93)51(32-83)81-59(91)49(26-37-29-71-43-12-6-4-10-41(37)43)79-60(92)50(27-38-30-68-33-73-38)80-55(87)44-19-20-54(86)74-44/h3-6,9-12,15-18,28-30,33-34,44-52,70-71,83-84H,7-8,13-14,19-27,31-32H2,1-2H3,(H2,65,85)(H,68,73)(H,72,94)(H,74,86)(H,75,88)(H,76,90)(H,77,93)(H,78,89)(H,79,92)(H,80,87)(H,81,91)(H4,66,67,69)/t44-,45-,46-,47-,48+,49-,50-,51-,52-/m0/s1",VXKHXGOKWPXYNA-PGBVPBMZSA-N,,1310.63087474,C64H82N18O13,1311.4,490.0,1310.63087474,0.0,95.0,9.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,-0.3,"37  15  5
41  17  6
47  19  5
21  59  8
21  60  8
54  22  5
64  24  5
63  25  5
68  26  6
29  83  8
29  84  8
30  82  8
30  95  8
31  89  8
31  95  8
32  38  5
53  56  8
53  59  8
56  60  8
56  69  8
58  67  5
60  77  8
69  79  8
74  78  8
74  83  8
76  85  8
76  86  8
77  80  8
78  84  8
78  87  8
79  80  8
82  89  8
84  88  8
85  90  8
86  91  8
87  92  8
88  93  8
90  94  8
91  94  8
92  93  8",
440790629,5578,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01842,trimethoprim,20250421,20210312,Curation Efforts|Governmental Organizations,LT01842,trimethoprim,4.0,Adverse reactions,vLess-DILI-Concern,2.0,5578,1.0,307.0,7.0,2.0,5.0,AAADceBzsAAAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHgAQAAAADATBmgY/tpZIFACgAjJnZACCiCkxIKAB2CAuzJiNL6LE+VqENCotwBdK6CeQ4PwOIAABCAAAQABAAAIQAACAAAAAAAAAAA==,"5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine","5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine","5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine","5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine","5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine","[2-amino-5-(3,4,5-trimethoxybenzyl)pyrimidin-4-yl]amine","InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N,0.9,290.13789045,C14H18N4O3,290.32,106.0,290.13789045,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,"10  16  8
10  17  8
11  14  8
12  13  8
13  15  8
14  15  8
4  16  8
4  18  8
5  17  8
5  18  8
9  11  8
9  12  8",
440790628,5546,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01833,triamterene,20231222,20210312,Curation Efforts|Governmental Organizations,LT01833,triamterene,5.0,Adverse reactions,vLess-DILI-Concern,2.0,5546,1.0,306.0,7.0,3.0,1.0,AAADccBzgAAAAAAAAAAAAAAAAAAAAAAAAAA8WIAAAAAAAACx/AAAHAAQAAAADAiBHwAx8L5IEACgAyZiZACCgC0hEKAJmCAgVJiIaOLA2VGUJAhogALIyCcQgIAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"6-phenylpteridine-2,4,7-triamine","6-phenylpteridine-2,4,7-triamine","6-phenylpteridine-2,4,7-triamine","6-phenylpteridine-2,4,7-triamine","6-phenylpteridine-2,4,7-triamine","(2,4-diamino-6-phenyl-pteridin-7-yl)amine","InChI=1S/C12H11N7/c13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h1-5H,(H6,13,14,15,17,18,19)",FNYLWPVRPXGIIP-UHFFFAOYSA-N,1.0,253.10759338,C12H11N7,253.26,130.0,253.10759338,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,"1  8  8
1  9  8
10  14  8
10  15  8
14  17  8
15  18  8
17  19  8
18  19  8
2  11  8
2  12  8
3  11  8
3  16  8
4  13  8
4  16  8
8  12  8
9  11  8
9  13  8",
440790627,5533,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01830,trazodone,20210804,20210312,Curation Efforts|Governmental Organizations,LT01830,trazodone,5.0,Adverse reactions,vLess-DILI-Concern,1.0,5533,1.0,611.0,4.0,0.0,5.0,AAADceB7oAAEAAAAAAAAAAAAAAAAAQAAAAA8QIAAAAAAAEABAAAAHgIIAAAACArBECQxwIMAAACoACZmcACSAAAhBwAfiAAYZpiIYCLB05GUIAhojgLIyAcQAAAAAAAAAAIAAAAAAAAABAAAAAAAAAAAAA==,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","2-[3-[4-(3-chlorophenyl)-1-piperazinyl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","2-[3-[4-(3-chlorophenyl)piperazino]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",PHLBKPHSAVXXEF-UHFFFAOYSA-N,,371.151288,C19H22ClN5O,371.9,42.4,371.151288,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.8,"15  16  8
15  17  8
16  20  8
17  21  8
19  24  8
20  22  8
21  22  8
23  25  8
24  26  8
25  26  8
5  18  8
5  7  8
6  18  8
6  19  8
6  23  8
7  19  8",
440790626,5530,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01829,tranylcypromine,20231222,20210312,Curation Efforts|Governmental Organizations,LT01829,tranylcypromine,3.0,Adverse reactions,vLess-DILI-Concern,2.0,5530,1.0,116.0,1.0,1.0,1.0,AAADccByAAAAAAAAAAAAAAAAGAAAAAAAAAAwAAAAAAAAAAABAAAAHAAQAAAADSjBGAQwAIBAAACAAiBCAAACAAAgAAAIiIAAAIgIICKAkRGAIAAgkAAIiAcQgMAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-phenylcyclopropanamine,2-phenyl-1-cyclopropanamine,2-phenylcyclopropan-1-amine,2-phenylcyclopropan-1-amine,2-phenylcyclopropan-1-amine,(2-phenylcyclopropyl)amine,"InChI=1S/C9H11N/c10-9-6-8(9)7-4-2-1-3-5-7/h1-5,8-9H,6,10H2",AELCINSCMGFISI-UHFFFAOYSA-N,1.5,133.089149355,C9H11N,133.19,26.0,133.089149355,0.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",NC1CC1c1ccccc1,,"2  11  3
3  12  3
5  6  8
5  7  8
6  8  8
7  9  8
8  10  8
9  10  8",
440790625,5484727,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01828,trandolapril,20231222,20210312,Curation Efforts|Governmental Organizations,LT01828,trandolapril,4.0,Adverse reactions,vLess-DILI-Concern,2.0,5484727,1.0,633.0,6.0,2.0,10.0,AAADcfB7OAAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAFgBAAAAHgAQCAAADSjhmAYyCIPABgCIAiHSGAACAAAgAAAIiIGIAIgKYDKAkTCXYAAklgCYiAeY2bOeAAAAAAAAAAAAAAAAAAQAAAAAAAAAAA==,"(2S,3aR,7aS)-1-[(2S)-2-[[(1S)-1-ethoxycarbonyl-3-phenyl-propyl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid","(2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]-1-oxopropyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid","(2<I>S</I>,3<I>a</I><I>R</I>,7<I>a</I><I>S</I>)-1-[(2<I>S</I>)-2-[[(2<I>S</I>)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-2,3,3<I>a</I>,4,5,6,7,7<I>a</I>-octahydroindole-2-carboxylic acid","(2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid","(2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxidanylidene-4-phenyl-butan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid","(2S,3aR,7aS)-1-[(2S)-2-[[(1S)-1-carbethoxy-3-phenyl-propyl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid","InChI=1S/C24H34N2O5/c1-3-31-24(30)19(14-13-17-9-5-4-6-10-17)25-16(2)22(27)26-20-12-8-7-11-18(20)15-21(26)23(28)29/h4-6,9-10,16,18-21,25H,3,7-8,11-15H2,1-2H3,(H,28,29)/t16-,18+,19-,20-,21-/m0/s1",VXFJYXUZANRPDJ-WTNASJBWSA-N,2.0,430.24677219,C24H34N2O5,430.5,95.9,430.24677219,0.0,31.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,,"11  17  5
24  26  8
24  27  8
26  28  8
27  29  8
28  31  8
29  31  8
18  7  5
20  7  6
8  32  5
9  33  6",
440790624,5284627,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00455,topiramate,20210312,20210312,Curation Efforts|Governmental Organizations,LT00455,topiramate,3.0,Adverse reactions,vLess-DILI-Concern,2.0,5284627,1.0,556.0,9.0,1.0,3.0,AAADceByPABAAAAAAAAAAAAAAAAAASJAAAAkAAAAAAAAAEgAAAAAGgAQQAAACBSggAICCAAABAAAAAAAADAAAAAAAAAAAAAAAAARAAIAAAAiAAAFAAAGAAHAYAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate","sulfamic acid [(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl ester","[(1<I>R</I>,2<I>S</I>,6<I>S</I>,9<I>R</I>)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0<SUP>2,6</SUP>]dodecan-6-yl]methyl sulfamate","[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate","[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate","sulfamic acid [(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl ester","InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1",KJADKKWYZYXHBB-XBWDGYHZSA-N,,339.0987878,C12H21NO8S,339.36,124.0,339.0987878,0.0,22.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,-0.8,"11  23  6
12  24  5
13  18  6
14  25  5",
